0.00192816	0.00264115	0.00334041	0.00402242	0.00468386	0.00532164	0.00593289	0.00651503	0.00706573	0.00758298	0.00806501	0.00851035	0.00891781	0.00928642	0.00961547	0.00990444	0.010153	0.010361	0.0105285	0.0106555	0.0107423	0.010789	0.0107962	0.0107641	0.0106933	0.0105843	0.0104376	0.0102538	0.0100337	0.00977789	0.00948726	0.00916271	0.00880525	0.00841601	0.00799622	0.00754727	0.00707066	0.00656803	0.00604117	
0.00383657	0.00525525	0.00664659	0.00800363	0.00931974	0.0105888	0.011805	0.0129633	0.0140591	0.0150883	0.0160474	0.0169335	0.0177443	0.0184777	0.0191324	0.0197074	0.020202	0.020616	0.0209492	0.0212019	0.0213745	0.0214675	0.0214818	0.021418	0.0212771	0.0210602	0.0207683	0.0204026	0.0199646	0.0194556	0.0188773	0.0182316	0.0175203	0.0167458	0.0159105	0.0150172	0.0140689	0.0130688	0.0120204	
0.00570596	0.00781588	0.00988517	0.0119034	0.0138608	0.0157482	0.017557	0.0192797	0.0209094	0.0224401	0.0238665	0.0251844	0.0263902	0.027481	0.0284548	0.0293099	0.0300455	0.0306611	0.0311567	0.0315325	0.0317892	0.0319276	0.0319488	0.0318539	0.0316444	0.0313218	0.0308877	0.0303439	0.0296924	0.0289354	0.0280753	0.0271149	0.0260571	0.0249052	0.023663	0.0223344	0.020924	0.0194366	0.0178774	
0.00751796	0.0102979	0.0130243	0.0156835	0.0182625	0.0207492	0.0231325	0.0254023	0.0275495	0.0295662	0.0314457	0.0331821	0.0347707	0.036208	0.0374909	0.0386176	0.0395869	0.040398	0.0410509	0.0415461	0.0418843	0.0420666	0.0420945	0.0419696	0.0416935	0.0412684	0.0406964	0.0399799	0.0391216	0.0381242	0.036991	0.0357256	0.0343319	0.0328142	0.0311775	0.029427	0.0275687	0.0256089	0.0235546	
0.00925558	0.0126781	0.0160346	0.0193084	0.0224835	0.0255449	0.0284791	0.0312734	0.0339169	0.0363998	0.0387137	0.0408514	0.0428073	0.0445767	0.0461561	0.0475433	0.0487365	0.0497351	0.0505389	0.0511485	0.0515649	0.0517894	0.0518238	0.0516699	0.0513301	0.0508067	0.0501025	0.0492204	0.0481637	0.0469358	0.0455407	0.0439828	0.0422669	0.0403985	0.0383834	0.0362284	0.0339406	0.0315278	0.0289988	
0.0109035	0.0149354	0.0188895	0.0227462	0.0264866	0.0300931	0.0335497	0.0368416	0.0399557	0.0428807	0.0456065	0.0481248	0.0504289	0.0525134	0.0543741	0.0560082	0.0574138	0.0585902	0.0595372	0.0602553	0.0607458	0.0610103	0.0610508	0.0608695	0.0604692	0.0598526	0.0590231	0.0579839	0.056739	0.0552925	0.053649	0.0518137	0.0497924	0.0475913	0.0452174	0.0426787	0.0399835	0.0371412	0.0341619	
0.0124484	0.0170515	0.021566	0.0259691	0.0302394	0.034357	0.0383033	0.0420616	0.045617	0.0489564	0.0520684	0.0549436	0.0575741	0.0599539	0.0620782	0.0639439	0.0655487	0.0668917	0.0679729	0.0687928	0.0693528	0.0696548	0.0697009	0.069494	0.0690369	0.068333	0.0673859	0.0661995	0.0647782	0.0631268	0.0612504	0.0591551	0.0568474	0.0543344	0.0516242	0.0487258	0.0456487	0.0424037	0.0390022	
0.0138792	0.0190114	0.0240447	0.0289539	0.033715	0.0383058	0.0427057	0.046896	0.05086	0.0545832	0.0580529	0.0612585	0.0641914	0.0668447	0.0692131	0.0712932	0.0730825	0.0745799	0.0757853	0.0766994	0.0773238	0.0776604	0.0777119	0.0774812	0.0769716	0.0761868	0.0751308	0.0738081	0.0722234	0.0703822	0.0682902	0.0659541	0.063381	0.0605792	0.0575576	0.054326	0.0508953	0.0472773	0.0434849	
0.0151869	0.0208027	0.0263103	0.031682	0.0368918	0.0419152	0.0467296	0.0513147	0.0556523	0.0597262	0.0635229	0.0670305	0.0702398	0.073143	0.0757347	0.0780107	0.0799686	0.0816071	0.082926	0.0839263	0.0846095	0.0849779	0.0850342	0.0847818	0.0842241	0.0833654	0.0822099	0.0807626	0.0790286	0.0770138	0.0747247	0.0721685	0.069353	0.0662872	0.0629809	0.0594448	0.0556909	0.051732	0.0475822	
0.0163652	0.0224167	0.0283515	0.03414	0.039754	0.0451671	0.050355	0.0552959	0.0599699	0.06436	0.0684511	0.0722309	0.0756892	0.0788177	0.0816104	0.084063	0.0861728	0.0879383	0.0893596	0.0904375	0.0911737	0.0915707	0.0916314	0.0913593	0.0907584	0.0898331	0.088588	0.0870283	0.0851598	0.0829887	0.0805221	0.0777675	0.0747336	0.07143	0.0678671	0.0640567	0.0600115	0.0557455	0.0512738	
