2.5548e-008	3.92585e-008	6.03802e-008	9.19611e-008	1.38676e-007	2.07069e-007	3.06137e-007	4.48131e-007	6.49545e-007	9.32186e-007	1.3246e-006	1.86374e-006	2.59641e-006	3.58139e-006	4.89156e-006	6.61507e-006	8.85749e-006	1.17435e-005	1.54167e-005	2.00391e-005	2.57903e-005	3.28665e-005	4.14708e-005	5.18111e-005	6.40948e-005	7.85083e-005	9.5214e-005	0.00011434	0.000135958	0.000160068	0.000186594	0.000215384	0.000246162	0.000278562	0.000312136	0.000346306	0.000380426	0.00041381	0.000445683	0.000475276	0.000501864	0.000524712	0.000543188	0.000556802	0.000565126	0.000567917	0.000565127	0.000556802	0.000543188	0.000524712	0.000501864	0.000475276	0.000445683	0.00041381	0.000380426	0.000346306	0.000312136	0.000278568	0.000246162	0.000215379	0.000186598	0.000160068	0.000135955	0.000114342	9.52161e-005	7.85084e-005	6.40948e-005	5.18111e-005	4.14707e-005	3.28665e-005	2.57903e-005	2.00391e-005	1.54167e-005	1.17437e-005	8.85768e-006	6.61493e-006	4.89156e-006	3.58147e-006	2.59636e-006	1.86374e-006	1.32463e-006	9.32167e-007	6.49545e-007	4.4814e-007	3.0613e-007	2.07069e-007	1.38679e-007	9.19612e-008	6.03802e-008	3.92585e-008	2.5548e-008	
3.98674e-008	6.33314e-008	9.76075e-008	1.48891e-007	2.24871e-007	3.36278e-007	4.9789e-007	7.29881e-007	1.05942e-006	1.52252e-006	2.16636e-006	3.05212e-006	4.25743e-006	5.8799e-006	8.04071e-006	1.08867e-005	1.4594e-005	1.93707e-005	2.54569e-005	3.31241e-005	4.26743e-005	5.44351e-005	6.87501e-005	8.59706e-005	0.000106443	0.000130487	0.00015838	0.000190335	0.000226479	0.000266821	0.000311237	0.000359466	0.000411059	0.000465404	0.000521738	0.000579102	0.000636411	0.000692494	0.000746062	0.000795818	0.000840521	0.00087895	0.000910037	0.000932933	0.000946939	0.000951642	0.000946938	0.000932931	0.000910034	0.000878945	0.000840517	0.000795813	0.000746056	0.000692488	0.000636405	0.000579097	0.000521732	0.000465404	0.000411054	0.000359456	0.000311237	0.000266818	0.000226473	0.000190335	0.000158379	0.000130486	0.000106442	8.59691e-005	6.87492e-005	5.44343e-005	4.26737e-005	3.31237e-005	2.54567e-005	1.93708e-005	1.4594e-005	1.08864e-005	8.04065e-006	5.87997e-006	4.25734e-006	3.05209e-006	2.16639e-006	1.52249e-006	1.05942e-006	7.2989e-007	4.97884e-007	3.36278e-007	2.24874e-007	1.48891e-007	9.76075e-008	6.33314e-008	3.98674e-008	
6.15937e-008	9.78594e-008	1.50838e-007	2.30119e-007	3.47584e-007	5.19836e-007	7.69761e-007	1.12854e-006	1.63821e-006	2.35459e-006	3.35071e-006	4.72099e-006	6.58614e-006	9.09712e-006	1.2441e-005	1.6846e-005	2.25853e-005	2.99803e-005	3.94025e-005	5.12743e-005	6.60641e-005	8.42772e-005	0.000106448	0.000133122	0.000164834	0.00020208	0.000245295	0.000294809	0.000350809	0.000413317	0.000482151	0.00055689	0.000636852	0.000721082	0.000808397	0.000897312	0.000986146	0.00107308	0.00115612	0.00123326	0.00130254	0.00136213	0.00141034	0.00144582	0.00146754	0.00147483	0.00146753	0.00144582	0.00141032	0.00136212	0.00130255	0.00123325	0.00115611	0.00107307	0.000986148	0.000897304	0.000808378	0.000721083	0.000636843	0.000556883	0.00048215	0.00041331	0.000350805	0.000294805	0.000245294	0.000202079	0.00016483	0.000133121	0.000106447	8.42761e-005	6.60632e-005	5.12745e-005	3.94023e-005	2.99797e-005	2.2585e-005	1.68461e-005	1.24411e-005	9.09704e-006	6.586e-006	4.72104e-006	3.35068e-006	2.35457e-006	1.63824e-006	1.12854e-006	7.69753e-007	5.19841e-007	3.47584e-007	2.30116e-007	1.50838e-007	9.78594e-008	6.15937e-008	
9.42131e-008	1.49622e-007	2.30632e-007	3.51875e-007	5.31526e-007	7.94956e-007	1.17723e-006	1.72604e-006	2.50562e-006	3.60142e-006	5.12535e-006	7.22184e-006	1.00751e-005	1.39169e-005	1.90336e-005	2.57739e-005	3.45555e-005	4.58715e-005	6.02914e-005	7.84598e-005	0.000101092	0.000128967	0.000162901	0.000203727	0.000252264	0.000309276	0.000375424	0.000451215	0.000536942	0.000632627	0.000738008	0.000852415	0.000974817	0.00110378	0.00123745	0.00137358	0.00150958	0.00164266	0.00176982	0.00188793	0.00199399	0.00208523	0.00215904	0.00221334	0.00224661	0.0022578	0.00224658	0.00221336	0.00215904	0.00208522	0.001994	0.0018879	0.0017698	0.00164267	0.00150958	0.00137356	0.00123744	0.00110378	0.000974803	0.000852408	0.000737996	0.000632625	0.000536934	0.00045121	0.000375422	0.000309275	0.000252262	0.000203723	0.000162899	0.000128967	0.000101092	7.84593e-005	6.02906e-005	4.58716e-005	3.45556e-005	2.57737e-005	1.90335e-005	1.39168e-005	1.0075e-005	7.22177e-006	5.1253e-006	3.60146e-006	2.50565e-006	1.726e-006	1.17723e-006	7.94965e-007	5.3152e-007	3.51875e-007	2.30635e-007	1.49622e-007	9.42131e-008	
1.42674e-007	2.26488e-007	3.49132e-007	5.32692e-007	8.04718e-007	1.20359e-006	1.78241e-006	2.61354e-006	3.79422e-006	5.4537e-006	7.7616e-006	1.09371e-005	1.52591e-005	2.10782e-005	2.88284e-005	3.90391e-005	5.23433e-005	6.94867e-005	9.13315e-005	0.000118858	0.000153149	0.000195385	0.000246801	0.000308661	0.000382209	0.000468602	0.000568843	0.000683693	0.000813598	0.000958614	0.00111832	0.00129171	0.00147721	0.00167266	0.00187526	0.00208157	0.00228771	0.00248941	0.00268213	0.00286116	0.00302191	0.0031602	0.00327208	0.00335438	0.00340481	0.00342177	0.00340477	0.00335441	0.00327207	0.00316018	0.00302193	0.00286111	0.00268211	0.00248942	0.00228771	0.00208155	0.00187523	0.00167266	0.00147721	0.0012917	0.0011183	0.000958612	0.000813592	0.000683686	0.000568835	0.0004686	0.000382207	0.000308659	0.000246799	0.000195383	0.00015315	0.000118857	9.13317e-005	6.94857e-005	5.23429e-005	3.90389e-005	2.88284e-005	2.1078e-005	1.5259e-005	1.0937e-005	7.76168e-006	5.45376e-006	3.79418e-006	2.61351e-006	1.78245e-006	1.20359e-006	8.04709e-007	5.32698e-007	3.49132e-007	2.26488e-007	1.42674e-007	
2.13911e-007	3.39436e-007	5.23265e-007	7.98411e-007	1.2062e-006	1.80419e-006	2.67194e-006	3.91795e-006	5.6883e-006	8.17671e-006	1.16373e-005	1.63988e-005	2.28801e-005	3.16074e-005	4.32312e-005	5.85442e-005	7.84977e-005	0.000104211	0.000136978	0.000178269	0.000229709	0.000293061	0.000370192	0.000462995	0.000573335	0.00070295	0.000853337	0.00102564	0.00122055	0.00143814	0.00167776	0.00193793	0.00221627	0.00250954	0.00281354	0.00312313	0.00343244	0.00373511	0.00402431	0.00429297	0.00453419	0.0047417	0.0049096	0.0050331	0.00510877	0.00513423	0.00510871	0.00503314	0.00490958	0.00474168	0.00453421	0.00429288	0.00402428	0.00373512	0.00343244	0.00312309	0.0028135	0.00250953	0.00221627	0.0019379	0.00167774	0.00143813	0.00122055	0.00102563	0.000853328	0.000702946	0.000573331	0.000462992	0.000370189	0.00029306	0.000229706	0.000178266	0.000136978	0.00010421	7.84979e-005	5.85439e-005	4.32308e-005	3.16071e-005	2.28802e-005	1.63989e-005	1.16373e-005	8.17664e-006	5.68824e-006	3.91799e-006	2.67197e-006	1.80417e-006	1.20619e-006	7.98419e-007	5.23265e-007	3.39436e-007	2.13911e-007	
3.17526e-007	5.03654e-007	7.76454e-007	1.18479e-006	1.79e-006	2.67761e-006	3.96559e-006	5.81514e-006	8.44296e-006	1.21371e-005	1.7275e-005	2.43443e-005	3.39667e-005	4.69239e-005	6.41834e-005	8.6922e-005	0.000116553	0.000154737	0.000203396	0.000264713	0.00034111	0.000435203	0.000549755	0.000687591	0.000851487	0.00104401	0.00126738	0.00152333	0.00181286	0.00213608	0.00249204	0.00287852	0.00329201	0.00372769	0.00417927	0.00463925	0.00509883	0.00554844	0.00597803	0.00637723	0.00673569	0.00704384	0.00729337	0.00747693	0.00758921	0.0076271	0.00758927	0.00747692	0.00729334	0.00704389	0.00673564	0.00637711	0.00597805	0.00554845	0.00509878	0.00463919	0.00417928	0.00372772	0.00329201	0.00287848	0.00249201	0.00213606	0.00181286	0.00152333	0.00126737	0.00104399	0.000851486	0.00068759	0.000549753	0.000435199	0.000341107	0.000264717	0.000203395	0.000154736	0.000116552	8.69222e-005	6.41835e-005	4.69243e-005	3.39668e-005	2.43441e-005	1.72748e-005	1.21371e-005	8.44305e-006	5.81521e-006	3.96564e-006	2.67755e-006	1.79e-006	1.18481e-006	7.76454e-007	5.03654e-007	3.17526e-007	
4.6664e-007	7.39893e-007	1.1407e-006	1.74069e-006	2.62997e-006	3.93431e-006	5.8272e-006	8.54523e-006	1.24073e-005	1.78366e-005	2.53881e-005	3.57793e-005	4.99247e-005	6.89725e-005	9.43438e-005	0.000127772	0.000171333	0.000227471	0.000299015	0.000389172	0.0005015	0.000639862	0.000808311	0.00101099	0.00125199	0.00153511	0.00186361	0.00224003	0.00266583	0.00314119	0.0036647	0.00423314	0.0048413	0.0054821	0.00614629	0.00682284	0.00749884	0.00816017	0.00879205	0.00937922	0.0099065	0.0103598	0.0107268	0.0109968	0.011162	0.0112177	0.0111621	0.0109968	0.0107268	0.0103597	0.00990643	0.00937916	0.00879207	0.00816018	0.00749876	0.00682284	0.0061463	0.00548209	0.00484128	0.00423307	0.00366465	0.00314118	0.00266584	0.00224002	0.00186361	0.00153512	0.00125199	0.00101099	0.000808301	0.000639854	0.000501507	0.000389171	0.000299014	0.000227474	0.000171332	0.000127773	9.4344e-005	6.89719e-005	4.99243e-005	3.57793e-005	2.53883e-005	1.78368e-005	1.24074e-005	8.54532e-006	5.82714e-006	3.93423e-006	2.62999e-006	1.74071e-006	1.1407e-006	7.39893e-007	4.6664e-007	
6.78958e-007	1.07614e-006	1.65917e-006	2.53199e-006	3.82572e-006	5.72327e-006	8.47744e-006	1.24325e-005	1.80519e-005	2.59524e-005	3.69413e-005	5.20629e-005	7.26484e-005	0.000100371	0.000137298	0.000185954	0.000249361	0.000331077	0.000435218	0.00056646	0.000729981	0.000931399	0.00117664	0.00147173	0.00182261	0.0022348	0.0027131	0.00326117	0.00388117	0.00457336	0.00533561	0.00616328	0.00704892	0.00798204	0.00894925	0.00993446	0.0109189	0.0118819	0.0128021	0.0136572	0.0144251	0.0150852	0.0156196	0.016013	0.0162536	0.0163346	0.0162536	0.0160128	0.0156197	0.0150853	0.014425	0.0136571	0.0128022	0.011882	0.0109188	0.00993445	0.00894924	0.00798202	0.00704889	0.00616327	0.00533559	0.00457331	0.00388115	0.00326118	0.00271309	0.00223479	0.0018226	0.00147172	0.00117663	0.00093141	0.00072998	0.000566458	0.000435223	0.000331073	0.000249357	0.000185956	0.000137298	0.000100371	7.26491e-005	5.20635e-005	3.69417e-005	2.59526e-005	1.80521e-005	1.24324e-005	8.47735e-006	5.72327e-006	3.82575e-006	2.53202e-006	1.65917e-006	1.07614e-006	6.78958e-007	
9.78048e-007	1.54963e-006	2.3893e-006	3.64641e-006	5.50982e-006	8.24309e-006	1.22102e-005	1.79079e-005	2.60038e-005	3.73858e-005	5.32183e-005	7.50058e-005	0.000104667	0.000144612	0.000197822	0.000267936	0.00035931	0.000477077	0.000627169	0.00081632	0.001052	0.00134231	0.00169578	0.00212112	0.0026269	0.00322107	0.00391054	0.00470061	0.00559438	0.00659223	0.00769116	0.00888435	0.0101612	0.0115065	0.0129009	0.0143212	0.0157407	0.0171294	0.0184559	0.0196886	0.0207959	0.0217479	0.0225181	0.0230853	0.0234323	0.0235489	0.0234323	0.0230853	0.0225183	0.0217478	0.0207958	0.0196886	0.0184559	0.0171292	0.0157405	0.0143213	0.0129009	0.0115064	0.0101612	0.00888434	0.00769104	0.00659221	0.00559436	0.00470059	0.00391054	0.00322105	0.00262688	0.00212113	0.00169578	0.0013423	0.00105199	0.000816323	0.000627161	0.000477071	0.000359314	0.000267938	0.000197823	0.000144613	0.000104667	7.50059e-005	5.32183e-005	3.73858e-005	2.60036e-005	1.79077e-005	1.22103e-005	8.24309e-006	5.50988e-006	3.64645e-006	2.38931e-006	1.54963e-006	9.78048e-007	
